rating,file,function,table,kind,client,tenant_filter_in_chain,multiline_tenant_filter_detected,insert_contains_tenant_id,prior_ownership_assertion_detected,likely_false_positive,recommended_action,id_only_without_tenant_signal,service_role_note,rls_note,line,snippet
"SAFE","lib/actions/fi-pharmacy-transmission-actions.ts","(top-level or unscoped)","fi_pharmacy_transmissions","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","484",".from('fi_pharmacy_transmissions') .update({ status: 'acknowledged', updated_at: ts, }) .eq('tenant_id', tid) .eq('id', txid) .eq('status', 'sent');"
"SAFE","lib/actions/fi-prescribing-actions.ts","(top-level or unscoped)","fi_patient_prescriptions","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","148",".from('fi_patient_prescriptions') .update({ doctor_id: parsed.doctorId.trim(), case_id: parsed.caseId?.trim() ?? null, clinical_notes: parsed.clinicalNotes?.trim() || null, delivery_type: parsed.deliveryType?.trim() || n"
"SAFE","lib/actions/fi-prescribing-actions.ts","(top-level or unscoped)","fi_prescription_items","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","171",".from('fi_prescription_items') .delete() .eq('tenant_id', tid) .eq('prescription_id', parsed.prescriptionId.trim());"
"DANGEROUS","lib/actions/fi-prescribing-actions.ts","(top-level or unscoped)","fi_prescription_items","from","supabase","N","N","N","N","N","Add tenant_id filter (or insert field), an ownership assert, or tenant-scoped PK pattern; prefer user JWT client where RLS suffices.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","195","const { error: i1 } = await supabase.from('fi_prescription_items').insert(rows);"
"SAFE","lib/actions/fi-prescribing-actions.ts","(top-level or unscoped)","fi_patient_prescriptions","from","supabase","Y","Y","Y","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","204",".from('fi_patient_prescriptions') .insert({ tenant_id: tid, patient_id: parsed.patientId.trim(), doctor_id: parsed.doctorId.trim(), case_id: parsed.caseId?.trim() ?? null, status: 'draft', clinical_notes: parsed.clinical"
"DANGEROUS","lib/actions/fi-prescribing-actions.ts","(top-level or unscoped)","fi_prescription_items","from","supabase","N","N","N","N","N","Add tenant_id filter (or insert field), an ownership assert, or tenant-scoped PK pattern; prefer user JWT client where RLS suffices.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","256","const { error: i1 } = await supabase.from('fi_prescription_items').insert(rows);"
"SAFE","lib/actions/fi-prescribing-actions.ts","(top-level or unscoped)","fi_patient_prescriptions","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","291",".from('fi_patient_prescriptions') .update({ status: 'signed', signed_at: signedAt, updated_at: signedAt, }) .eq('tenant_id', tid) .eq('id', rid) .eq('status', 'draft');"
"SAFE","lib/actions/fi-prescribing-actions.ts","assertPatientTenant","fi_patients","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","33",".from('fi_patients') .select('id') .eq('tenant_id', tenantId.trim()) .eq('id', patientId.trim()) .maybeSingle();"
"SAFE","lib/actions/fi-prescribing-actions.ts","(top-level or unscoped)","fi_patient_prescriptions","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","339",".from('fi_patient_prescriptions') .update({ ready_for_pharmacy_at: ts, updated_at: ts, }) .eq('tenant_id', tid) .eq('id', rid);"
"SAFE","lib/actions/fi-prescribing-actions.ts","(top-level or unscoped)","fi_patient_prescriptions","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","385",".from('fi_patient_prescriptions') .update({ status: 'cancelled', updated_at: ts, }) .eq('tenant_id', tid) .eq('id', rid);"
"SAFE","lib/actions/fi-prescribing-actions.ts","assertCaseTenantAndPatient","fi_cases","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","54",".from('fi_cases') .select('id, foundation_patient_id') .eq('tenant_id', tenantId.trim()) .eq('id', caseId.trim()) .maybeSingle();"
"SAFE","lib/actions/fi-prescribing-actions.ts","loadCatalogueRowMap","fi_medication_catalogue","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","87",".from('fi_medication_catalogue') .select('id, medication_name, form_type, quantity_label') .eq('tenant_id', tenantId.trim()) .in('id', uniq);"
"SAFE","lib/actions/fi-reminder-job-actions.ts","rescheduleReminderJobAction","fi_reminder_jobs","from","supabase","Y","Y","N","Y","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","145",".from('fi_reminder_jobs') .update({ scheduled_at: scheduledAt, updated_at: nowIso, }) .eq('tenant_id', tid) .eq('id', jid) .eq('status', 'pending') .select('id') .maybeSingle();"
"SAFE","lib/actions/fi-reminder-job-actions.ts","markReminderJobSentAction","fi_reminder_jobs","from","supabase","Y","Y","N","Y","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","44",".from('fi_reminder_jobs') .update({ status: 'sent', delivered_at: nowIso, error_log: null, updated_at: nowIso, }) .eq('tenant_id', tid) .eq('id', jid) .in('status', ['pending', 'processing']) .select('id') .maybeSingle()"
"SAFE","lib/actions/fi-reminder-job-actions.ts","cancelReminderJobAction","fi_reminder_jobs","from","supabase","Y","Y","N","Y","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","95",".from('fi_reminder_jobs') .update({ status: 'cancelled', error_log: reason, updated_at: nowIso, }) .eq('tenant_id', tid) .eq('id', jid) .in('status', ['pending', 'processing']) .select('id') .maybeSingle();"
"SAFE","lib/actions/fi-rooms-actions.ts","saveServiceRoomEligibilityAction","fi_service_room_eligibility","from","supabase","Y","N","Y","Y","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","192","const { error } = await supabase.from('fi_service_room_eligibility').upsert( { tenant_id: tid, service_id: sid, room_id: row.roomId, clinic_id: row.clinicId ?? null, is_preferred: row.isPreferred ?? false, is_active: row"
"SAFE","lib/actions/fi-rooms-actions.ts","saveServiceStaffEligibilityAction","fi_service_staff_eligibility","from","supabase","Y","N","N","Y","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","241","await supabase.from('fi_service_staff_eligibility').delete().eq('tenant_id', tid).eq('service_id', sid);"
"SAFE","lib/actions/fi-rooms-actions.ts","saveServiceStaffEligibilityAction","fi_service_staff_eligibility","from","supabase","Y","N","Y","Y","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","244","const { error } = await supabase.from('fi_service_staff_eligibility').insert( parsed.rows.map((row) => ({ tenant_id: tid, service_id: sid, staff_id: row.staffId ?? null, staff_role: row.staffRole?.trim() || null, is_requ"
"SAFE","lib/actions/fi-tax-localisation-actions.ts","(top-level or unscoped)","fi_tax_localisation_settings","from","supabase","Y","N","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","96","let existingQ = supabase.from('fi_tax_localisation_settings').select('id').eq('tenant_id', tid);"
"SAFE","lib/actions/fi-tenant-admin-actions.ts","(top-level or unscoped)","fi_tenant_admin_users","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","109",".from('fi_tenant_admin_users') .select('id') .eq('tenant_id', tid) .eq('fi_user_id', fiUserId) .maybeSingle();"
"REVIEW","lib/actions/fi-tenant-admin-actions.ts","(top-level or unscoped)","rpc:fi_admin_lookup_auth_user_id_by_email","rpc","supabase","N","N","N","N","N","Inspect RPC/auth SQL and arguments; add tenant filters or asserts if not enforced inside the function.","N","RPC runs as definer; tenant safety depends on function body and parameters.","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","117","const { data: authRpc, error: rpcErr } = await supabase.rpc('fi_admin_lookup_auth_user_id_by_email', { _email: email, });"
"SAFE","lib/actions/fi-tenant-admin-actions.ts","(top-level or unscoped)","fi_users","from","supabase","Y","N","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","153","const { error: linkErr } = await supabase.from('fi_users').update(userPatch).eq('id', fiUserId).eq('tenant_id', tid);"
"SAFE","lib/actions/fi-tenant-admin-actions.ts","(top-level or unscoped)","fi_tenant_admin_users","from","supabase","Y","Y","Y","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","165",".from('fi_tenant_admin_users') .insert({ tenant_id: tid, fi_user_id: fiUserId, admin_role: parsed.role, status, display_name: parsed.displayName?.trim() || null, access_notes: parsed.accessNotes?.trim() || null, invited_"
"SAFE","lib/actions/fi-tenant-admin-actions.ts","(top-level or unscoped)","fi_tenant_admin_users","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","209",".from('fi_tenant_admin_users') .select('id, admin_role, fi_user_id') .eq('tenant_id', tid) .eq('id', parsed.adminUserId.trim()) .maybeSingle();"
"SAFE","lib/actions/fi-tenant-admin-actions.ts","(top-level or unscoped)","fi_tenant_admin_users","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","218",".from('fi_tenant_admin_users') .update({ admin_role: parsed.role, updated_at: new Date().toISOString(), }) .eq('tenant_id', tid) .eq('id', parsed.adminUserId.trim());"
"SAFE","lib/actions/fi-tenant-admin-actions.ts","(top-level or unscoped)","fi_tenant_admin_users","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","257",".from('fi_tenant_admin_users') .select('id, fi_user_id') .eq('tenant_id', tid) .eq('id', parsed.adminUserId.trim()) .maybeSingle();"
"SAFE","lib/actions/fi-tenant-admin-actions.ts","(top-level or unscoped)","fi_tenant_admin_users","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","268",".from('fi_tenant_admin_users') .update({ status: 'suspended', updated_at: new Date().toISOString() }) .eq('tenant_id', tid) .eq('id', parsed.adminUserId.trim());"
"SAFE","lib/actions/fi-tenant-admin-actions.ts","(top-level or unscoped)","fi_tenant_admin_users","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","304",".from('fi_tenant_admin_users') .select('id, fi_user_id') .eq('tenant_id', tid) .eq('id', parsed.adminUserId.trim()) .maybeSingle();"
"SAFE","lib/actions/fi-tenant-admin-actions.ts","(top-level or unscoped)","fi_users","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","314",".from('fi_users') .select('auth_user_id') .eq('tenant_id', tid) .eq('id', fiUserId) .maybeSingle();"
"SAFE","lib/actions/fi-tenant-admin-actions.ts","(top-level or unscoped)","fi_tenant_admin_users","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","330",".from('fi_tenant_admin_users') .update({ status: nextStatus, updated_at: new Date().toISOString() }) .eq('tenant_id', tid) .eq('id', parsed.adminUserId.trim());"
"SAFE","lib/actions/fi-tenant-admin-actions.ts","(top-level or unscoped)","fi_tenant_admin_users","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","369",".from('fi_tenant_admin_users') .select('id, fi_user_id, admin_role') .eq('tenant_id', tid) .eq('id', parsed.adminUserId.trim()) .maybeSingle();"
"SAFE","lib/actions/fi-tenant-admin-actions.ts","(top-level or unscoped)","fi_users","from","supabase","Y","N","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","382","const { data: fu } = await supabase.from('fi_users').select('email').eq('tenant_id', tid).eq('id', fiUserId).maybeSingle();"
"SAFE","lib/actions/fi-tenant-admin-actions.ts","(top-level or unscoped)","fi_tenant_admin_users","from","supabase","Y","N","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","385","const { error: delErr } = await supabase.from('fi_tenant_admin_users').delete().eq('tenant_id', tid).eq('id', adminUserId);"
"SAFE","lib/actions/fi-tenant-admin-actions.ts","(top-level or unscoped)","fi_users","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","83",".from('fi_users') .select('id, email, auth_user_id, role') .eq('tenant_id', tid) .ilike('email', email) .maybeSingle();"
"SAFE","lib/actions/fi-tenant-admin-actions.ts","(top-level or unscoped)","fi_users","from","supabase","Y","Y","Y","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","95",".from('fi_users') .insert({ tenant_id: tid, email, role: 'tenant_backend', auth_user_id: null, }) .select('id') .single();"
"SAFE","lib/actions/fi-tenant-operating-mode-actions.ts","(top-level or unscoped)","fi_tenants","from","supabase","N","N","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","Y","Convenience; could use tenant-scoped user client for some reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","35","const { data: row, error: rErr } = await supabase.from('fi_tenants').select('config_json').eq('id', tenantId).maybeSingle();"
"SAFE","lib/actions/fi-tenant-operating-mode-actions.ts","(top-level or unscoped)","fi_tenants","from","supabase","N","N","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","Y","Convenience; could use tenant-scoped user client for some reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","47","const { error: uErr } = await supabase.from('fi_tenants').update({ config_json: merged }).eq('id', tenantId);"
"SAFE","lib/fi/events/idempotency.ts","createFiEventIfNotExists","fi_events","from","supabase","Y","Y","Y","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","107",".from('fi_events') .insert({ tenant_id: params.tenantId, event_type: params.eventType, source_system: params.sourceSystem, source_event_id: params.sourceEventId, occurred_at: params.occurredAt ?? new Date().toISOString()"
"SAFE","lib/fi/events/idempotency.ts","(top-level or unscoped)","fi_events","from","supabaseAdmin()","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","157",".from('fi_events') .update(payload) .eq('id', params.eventId) .eq('tenant_id', params.tenantId.trim()) .select(eventColumns()) .single();"
"SAFE","lib/fi/events/idempotency.ts","createOrLoadEventLog","fi_events","from","supabase","Y","Y","Y","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","194",".from('fi_events') .insert({ tenant_id: event.tenant_id, event_type: event.event_type, source_system: event.source_system, source_event_id: event.source_event_id, occurred_at: event.occurred_at ?? new Date().toISOString("
"SAFE","lib/fi/events/idempotency.ts","(top-level or unscoped)","fi_events","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","248",".from('fi_events') .update({ status: 'processed', updated_at: new Date().toISOString(), error_text: null, }) .eq('id', eventId) .eq('tenant_id', tenantId.trim());"
"SAFE","lib/fi/events/idempotency.ts","markEventFailed","fi_events","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","275",".from('fi_events') .update({ status: 'failed', error_text: error, updated_at: new Date().toISOString(), }) .eq('id', eventId) .eq('tenant_id', tenantId.trim());"
"SAFE","lib/fi/events/idempotency.ts","getExistingFiEventBySourceKeyWithClient","fi_events","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","62",".from('fi_events') .select(eventColumns()) .eq('tenant_id', params.tenantId) .eq('source_system', params.sourceSystem) .eq('source_event_id', params.sourceEventId) .maybeSingle();"
"SAFE","lib/fi/events/idempotency.ts","loadEventLogRow","fi_events","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","79",".from('fi_events') .select('id, status, error_text') .eq('id', eventId) .eq('tenant_id', tenantId.trim()) .maybeSingle();"
"SAFE","lib/fi/events/mapping.ts","assertFiEventBelongsToTenant","fi_events","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","119",".from('fi_events') .select('id, tenant_id') .eq('id', eid) .eq('tenant_id', tid) .maybeSingle();"
"DANGEROUS","lib/fi/events/mapping.ts","getLatestFiEventLink","fi_event_links","from","supabase","N","N","N","N","N","Add tenant_id filter (or insert field), an ownership assert, or tenant-scoped PK pattern; prefer user JWT client where RLS suffices.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","146",".from('fi_event_links') .select('fi_case_id, global_case_id, global_patient_id') .eq('event_id', eventId.trim()) .order('created_at', { ascending: false }) .limit(1) .maybeSingle();"
"SAFE","lib/fi/events/mapping.ts","resolveOrCreateGlobalPatient","fi_global_patients","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","197",".from('fi_global_patients') .select(globalPatientColumns()) .eq('tenant_id', params.tenantId) .eq('source_system', params.sourceSystem) .eq('source_patient_id', sourcePatientId) .maybeSingle();"
"CRITICAL","lib/fi/events/mapping.ts","resolveOrCreateGlobalPatient","fi_global_patients","from","supabase","N","N","N","N","N","Service-role query filters by id/uuid only with no tenant signal and no prior ownership assert — fix before production.","Y","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","210",".from('fi_global_patients') .update({ metadata_json: mergedMetadata, updated_at: new Date().toISOString(), }) .eq('id', existingRow.id) .select(globalPatientColumns()) .single();"
"SAFE","lib/fi/events/mapping.ts","(top-level or unscoped)","fi_global_patients","from","supabase","Y","Y","Y","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","230",".from('fi_global_patients') .insert({ tenant_id: params.tenantId, source_system: params.sourceSystem, source_patient_id: sourcePatientId, metadata_json: params.metadataJson ?? {}, }) .select(globalPatientColumns()) .sing"
"SAFE","lib/fi/events/mapping.ts","(top-level or unscoped)","fi_global_patients","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","249",".from('fi_global_patients') .select(globalPatientColumns()) .eq('tenant_id', params.tenantId) .eq('source_system', params.sourceSystem) .eq('source_patient_id', sourcePatientId) .single();"
"SAFE","lib/fi/events/mapping.ts","resolveOrCreateGlobalCase","fi_global_cases","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","276",".from('fi_global_cases') .select(globalCaseColumns()) .eq('tenant_id', params.tenantId) .eq('source_system', params.sourceSystem) .eq('source_case_id', sourceCaseId) .maybeSingle();"
"CRITICAL","lib/fi/events/mapping.ts","(top-level or unscoped)","fi_global_cases","from","supabase","N","N","N","N","N","Service-role query filters by id/uuid only with no tenant signal and no prior ownership assert — fix before production.","Y","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","306",".from('fi_global_cases') .update(updates) .eq('id', existingRow.id) .select(globalCaseColumns()) .single();"
"SAFE","lib/fi/events/mapping.ts","(top-level or unscoped)","fi_global_cases","from","supabase","Y","Y","Y","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","320",".from('fi_global_cases') .insert({ tenant_id: params.tenantId, source_system: params.sourceSystem, source_case_id: sourceCaseId, global_patient_id: params.globalPatientId ?? null, fi_case_id: params.fiCaseId ?? null, met"
"SAFE","lib/fi/events/mapping.ts","(top-level or unscoped)","fi_global_cases","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","341",".from('fi_global_cases') .select(globalCaseColumns()) .eq('tenant_id', params.tenantId) .eq('source_system', params.sourceSystem) .eq('source_case_id', sourceCaseId) .single();"
"CRITICAL","lib/fi/events/mapping.ts","(top-level or unscoped)","fi_global_cases","from","supabase","N","N","N","N","N","Service-role query filters by id/uuid only with no tenant signal and no prior ownership assert — fix before production.","Y","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","368",".from('fi_global_cases') .update(updates) .eq('id', racedRow.id) .select(globalCaseColumns()) .single();"
"CRITICAL","lib/fi/events/mapping.ts","attachFiCaseIdToGlobalCase","fi_global_cases","from","supabase","N","N","N","N","N","Service-role query filters by id/uuid only with no tenant signal and no prior ownership assert — fix before production.","Y","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","390",".from('fi_global_cases') .select(globalCaseColumns()) .eq('id', params.globalCaseId) .single();"
"REVIEW","lib/fi/events/mapping.ts","(top-level or unscoped)","fi_cases","from","supabase","N","N","N","N","N","Inspect RPC/auth SQL and arguments; add tenant filters or asserts if not enforced inside the function.","Y","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","401",".from('fi_cases') .select('id, tenant_id') .eq('id', params.fiCaseId) .maybeSingle();"
"SAFE","lib/fi/events/mapping.ts","(top-level or unscoped)","fi_global_cases","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","418",".from('fi_global_cases') .update({ fi_case_id: params.fiCaseId, updated_at: new Date().toISOString(), }) .eq('id', params.globalCaseId) .eq('tenant_id', row.tenant_id) .select(globalCaseColumns()) .single();"
"DANGEROUS","lib/fi/events/mapping.ts","linkEventToEntities","fi_event_links","from","supabase","N","N","N","N","N","Add tenant_id filter (or insert field), an ownership assert, or tenant-scoped PK pattern; prefer user JWT client where RLS suffices.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","452",".from('fi_event_links') .select(eventLinkColumns()) .eq('event_id', params.eventId);"
"DANGEROUS","lib/fi/events/mapping.ts","linkEventToEntities","fi_event_links","from","supabase","N","N","N","N","N","Add tenant_id filter (or insert field), an ownership assert, or tenant-scoped PK pattern; prefer user JWT client where RLS suffices.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","467",".from('fi_event_links') .insert({ event_id: params.eventId, global_case_id: globalCaseId, fi_case_id: fiCaseId, global_patient_id: globalPatientId, }) .select(eventLinkColumns()) .single();"
"SAFE","lib/fi/events/mapping.ts","(top-level or unscoped)","fi_cases","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","497",".from('fi_cases') .select('id, status') .eq('tenant_id', input.tenantId) .eq('external_id', externalId) .maybeSingle();"
